Uniprot ID	F1.interphase.intensity.mean	F2.interphase.intensity.mean	F3.interphase.intensity.mean	F4.interphase.intensity.mean	F5.interphase.intensity.mean	F6.interphase.intensity.mean	F7.interphase.intensity.mean	F8.interphase.intensity.mean	F9.interphase.intensity.mean	F10.interphase.intensity.mean	F11.interphase.intensity.mean	F12.interphase.intensity.mean	F13.interphase.intensity.mean	F14.interphase.intensity.mean	F15.interphase.intensity.mean	F16.interphase.intensity.mean	F17.interphase.intensity.mean	F18.interphase.intensity.mean	F19.interphase.intensity.mean	F20.interphase.intensity.mean	F21.interphase.intensity.mean	F22.interphase.intensity.mean	F23.interphase.intensity.mean	F24.interphase.intensity.mean	F25.interphase.intensity.mean	F26.interphase.intensity.mean	F27.interphase.intensity.mean	F28.interphase.intensity.mean	F29.interphase.intensity.mean	F30.interphase.intensity.mean	F31.interphase.intensity.mean	F32.interphase.intensity.mean	F33.interphase.intensity.mean	F34.interphase.intensity.mean	F35.interphase.intensity.mean	F36.interphase.intensity.mean	F37.interphase.intensity.mean	F38.interphase.intensity.mean	F39.interphase.intensity.mean	F40.interphase.intensity.mean	F41.interphase.intensity.mean	F42.interphase.intensity.mean	F43.interphase.intensity.mean	F44.interphase.intensity.mean	F45.interphase.intensity.mean	F46.interphase.intensity.mean	F47.interphase.intensity.mean	F48.interphase.intensity.mean	F49.interphase.intensity.mean	F50.interphase.intensity.mean	F51.interphase.intensity.mean	F52.interphase.intensity.mean	F53.interphase.intensity.mean	F54.interphase.intensity.mean	F55.interphase.intensity.mean	F56.interphase.intensity.mean	F57.interphase.intensity.mean	F58.interphase.intensity.mean	F59.interphase.intensity.mean	F60.interphase.intensity.mean	F61.interphase.intensity.mean	F62.interphase.intensity.mean	F63.interphase.intensity.mean	F64.interphase.intensity.mean	F65.interphase.intensity.mean
Q9H1Y0	0	0	0	0	0	0	0	0	0	0	0	7348.869848	41516.79433	60561.54216	59908.04804	68129.23433	89810.48692	101409.6953	129452.1042	183566.0655	263927.6797	283446.8271	166019.1679	86894.97047	19703.08546	8983.258403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H1Z4	0	11578.8551	13979.79195	16440.64027	12321.10551	15708.6896	9444.796613	11062.6377	14144.31136	34465.04455	54832.93971	89843.35007	128826.8293	131689.3613	96820.99441	70315.37532	11634.39705	10231.50104	10626.18456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8201.11948	69590.0149	133236.1946	168006.0344	153388.4345	100971.7328	53572.54987	7456.808419	6309.346066	0	0	0	0	0	0	0	0	0	0	0
Q9H223	0	0	0	0	14983.7554	27641.9	32749.8092	34719.23518	39014.86217	65560.92341	70781.8001	71004.39955	83902.12327	82957.84053	81950.66447	73793.38944	69800.39601	59717.9397	55947.69415	40075.61017	42266.0868	38945.71416	44119.28336	28479.9008	27073.81692	20124.48212	18170.42684	8141.614141	7997.066831	15016.75123	15125.87042	31104.49411	33353.42398	47372.11251	56240.81698	73163.64285	193630.9823	685913.0351	1323021.684	1291624.355	661172.5191	295356.4525	107857.4429	50128.94715	45833.01375	19302.98502	10435.73532	0	0	0	13946.17789	10114.73457	7582.288231	0	0	0	0	0	0	0	7256.958229	10164.00457	8847.95427	10686.24174	7882.800962
Q9H267	0	0	0	0	0	0	5022.844268	6302.777335	7530.014177	0	5821.507704	5817.541632	8255.43738	11374.20446	11314.99923	7898.226512	9391.732148	8118.431663	7471.052431	7276.392022	9935.2604	17173.25499	18766.72062	16250.24621	28190.25554	50759.39995	74893.98255	90305.9252	126998.3871	155060.0131	165224.3566	164716.1868	130992.1623	105021.254	77585.87429	46779.29862	38842.73275	21904.03597	3464.815849	0	0	0	6990.602641	37441.37875	148777.4374	293276.7121	202228.6101	90342.25017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H269	22064.05512	43698.18099	49162.06642	79504.49092	73461.70506	79574.32905	85662.89721	88459.08239	83231.35348	93662.61574	83201.50073	73130.70021	70391.64565	69140.69954	75105.84791	75060.1586	86645.5533	88122.38726	81118.86335	74937.17672	76473.39513	82075.06557	89979.18269	75164.47195	50210.46595	23039.99633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H270	26736.19026	56840.49008	82853.93979	100345.9105	101129.1917	100530.5413	109401.5186	74677.17405	63934.04888	78280.63358	97289.25057	87975.41783	88965.96493	76421.83525	76896.39625	78129.06721	95002.32362	94068.06715	72637.4364	49865.41409	40480.54535	31458.12086	14031.19855	10563.89686	8948.432553	8143.168726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4094.114426	11293.24342	129083.8898	743527.0471	2635161.586	3351384.599	2252420.015	676521.0421	289662.9998	185299.7654	112711.4761	77624.13518	74052.14383	50631.34605	40860.50823	37253.05748
Q9H2C0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22566.54331	156100.5175	239020.007	204888.4015	49156.39056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2G2	0	0	0	0	0	0	0	0	0	0	6576.917852	17247.3	15825.59285	3348.475496	0	0	0	0	5647.517244	17226.82017	61844.17187	122041.179	262436.8415	684162.8524	931083.3969	612484.858	214698.3021	83446.45851	52443.76649	28185.70651	21010.31594	16414.54284	16434.03578	10680.68938	10612.70421	6065.434068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2H8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16664.453	206144.3535	852873.2917	1416396.799	1071628.521	382468.6905	121150.2629	76797.75937	38091.67852	31531.00907	21993.84395	17754.41584	17376.28653	17347.73455	13545.75962
Q9H2H9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2J4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3210.367071	24926.11104	79997.3625	231257.0843	421316.9158	430287.4963	270206.1502	131234.4072	72293.8	16596.38249	7742.245705	0	0	0	0	0	0	7149.032407	17371.0652	14084.34315	4084.962578	7008.048762	22126.81494	81895.46117	216591.8387	404422.7648	534185.6558	471697.699	298679.8416	107498.1419	82193.23991	53878.84166	37297.58601	0	0	0	0	30316.51281	14776.09614	9773.254867	0	0	0	0	0	0	0	0
Q9H2M9	25657.21132	54771.15397	67071.13253	143860.6337	137087.1527	160283.6915	163800.9496	211351.5029	252059.9472	407741.1658	430326.8771	479365.5157	510520.6935	462629.5394	386623.6805	198685.8999	131562.6639	55243.14836	40871.1729	29917.1205	26737.65988	23778.93598	22683.96331	17568.36395	17500.3883	18739.60572	15721.28739	16569.13105	16067.71167	10651.9013	9026.249847	5369.101512	4556.098177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210.43543	1773.592354	1934.298668	1851.493301
Q9H2P0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18061.12201	215867.1032	468372.3927	596270.6615	382423.7996	152965.1795	26652.03191	12013.51127	6048.988063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2U1	43711.87182	108870.1722	150102.6482	180633.8858	128052.3053	126950.3381	134785.7779	130972.942	134561.6629	121305.7046	86220.38977	55547.09838	50485.3453	36428.05965	26302.50586	9355.229681	6746.973594	5560.880214	3189.656396	3513.116753	3551.288356	4364.956432	1889.116932	3341.405124	4846.471736	3539.501525	3590.844993	5581.967944	4216.368023	5277.141851	6070.839159	5966.573507	6742.745317	6787.570696	6787.921288	5688.121334	4729.782107	11146.29406	11395.9461	10880.61719	17033.28744	22232.47681	20769.14403	23207.49546	16474.75802	14250.37523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2U2	3055.122637	13815.19707	20014.44394	20828.37356	20446.84608	4335.106809	19883.37984	30064.28449	29633.27166	22387.53888	17136.49443	15276.0653	5833.51827	2951.257162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3215.196712	1714.333504	2420.130711	0	0	6287.460392	13748.09047	27157.89946	160699.7185	298709.5122	358083.9276	295342.1668	710999.2966	2415969.798	2778354.719	1650431.34	538223.1303	206206.989	128456.2551	102073.4175	95288.27127	70583.92052	54650.41617	47782.82375	39203.1127	26928.48088	28097.93814	24770.0181	15957.33868	15180.72694	13235.73314	13953.54648	9979.994253
Q9H2V7	67280.8481	116925.4598	146952.8076	170039.0228	196847.9051	206282.0329	202860.153	145764.3062	142985.5819	175588.73	129847.8198	135709.6104	113212.3334	101194.7716	86474.75639	78359.30271	75295.9112	64023.63318	54995.55237	41885.67753	39343.0361	28394.97002	25021.85368	25190.36678	20976.31504	8092.813375	5930.650362	5761.437213	5737.785092	5289.0945	5157.123213	14467.69725	15141.85813	8614.431332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134.348612	2361.390609	3782.340153	4122.81368	2520.271145
Q9H2W6	14322.09864	51481.96881	57209.02155	70205.32366	63052.79111	73231.65133	92856.51506	118784.8046	132465.3867	209108.9348	302692.399	369650.6003	341311.0067	255235.7945	178631.0823	96682.68469	58881.33873	30517.45402	24356.3723	2296.668809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5366.584035	80405.27148	196729.7744	252308.2989	189208.5005	88858.61631	45529.79939	9549.005301	6600.630997	1106.091593	1095.603895	0	0	0	0	475.70473	734.7064305	961.9379709	993.708131
Q9H307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H330	27169.03551	54783.4998	81184.59629	97438.41053	102098.4128	99666.91558	115759.0306	99632.61368	81116.59675	92248.1156	117323.7206	97014.83205	109874.3052	95074.91826	85292.22915	43865.11923	40008.8868	30963.10535	23765.76777	26671.38523	23108.59264	19201.16043	7957.868958	2368.914512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644.543611	1398.078074	910.4184437	723.7601098
Q9H3F6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27408.80124	68155.85816	126266.7179	131893.9415	32013.07017	21483.20816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H3H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5157.670662	13340.46697	12638.56948	8816.496126	10551.93611	15270.30955	27705.31478	91730.62138	270708.5737	286210.601	192456.6875	84877.46573	42381.22545	20756.84616	8157.511096	7132.082497	11078.66697	4754.897103	5123.084405	2183.21789	1642.113561	1505.497334	0	0	0	0	0	0	0	0	0	0
Q9H3H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26358.81427	64498.90439	85709.18397	89472.23966	138101.6788	289617.104	406484.6719	276072.6984	138215.1024	80336.91063	40578.61167	32333.11374	11663.08245	15632.11384	13522.24022	12144.85116	16890.96351	5283.994719	6194.297032	6459.997425	63029.7313	96428.01776	212091.942	414236.2242	536176.1744	433341.0122	326904.4544	177295.7715	66777.64998	19802.43087	14756.84729	12018.12444	18391.63921	13394.99903	11718.0257	4991.191704	4268.177611	3062.992337	1046.2268	1284.395673	1008.341735	626.0887831
Q9H3K2	98412.73888	193733.5961	252044.4097	323810.8571	325931.184	360548.5714	384901.6784	309861.8865	280358.9725	295036.2726	246615.1159	261213.2482	215403.1263	199061.594	200893.1987	180716.5331	145634.9492	125126.0268	103025.2215	37428.40207	39370.38491	29218.36908	26642.00196	17700.8647	16120.37921	7643.217332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701.890861	2634.742193	3549.998207	3567.593525
Q9H3K6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17926.63153	23346.15174	13475.36481	18399.91208	22871.41304	24481.77805	19110.69595	44425.98633	45245.90586	33974.86666	36081.44381	20761.86813	21427.20285	49041.96848	61836.97109	54190.27773	54419.33529	45305.98862	53602.44944	107693.5794	180516.3331	719853.0027	1930656.471	2865367.414	2032505.777	647413.745	232460.3564	140155.1629	92882.36423	73237.25467	73375.32117	24776.46463	25810.19808	15879.5798
Q9H3N1	129555.2126	297091.3623	487454.0948	645319.1185	800705.6341	981199.9242	1042432.27	1006475.077	988909.6811	1197654.811	1077772.684	1214831.97	1080619.766	1040280.785	923645.5191	893922.8533	773827.3431	661982.9704	533144.2404	448246.5362	428959.364	353235.4349	291180.3173	261269.7362	236322.6035	208803.5367	183209.4872	152565.8229	129108.9608	116958.9787	110385.2061	101257.2052	94919.37185	90448.88799	78645.73268	61166.80406	35072.85336	29378.57197	26061.06834	22428.26144	22890.334	24386.92939	22370.09123	25054.03546	27266.00524	24206.06368	19818.48462	22569.39841	22547.33198	18690.42761	18612.55878	21114.48929	26454.0291	22370.48724	30728.87725	36390.78353	28549.40173	28433.16981	23186.66217	23682.07707	23063.59456	40823.55877	48650.95866	142100.5423	88687.97555
Q9H3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H3P7	1299.50111	4753.699341	7706.22555	9572.856468	13856.26022	32291.5314	26532.01405	24479.12615	16906.79058	22094.43059	15682.51669	14235.01825	31152.98224	39812.28741	43264.33096	47730.48562	48698.45474	48518.51985	40325.90417	43590.64311	47129.63325	55693.82488	62183.34282	78459.16931	128455.5618	178801.7157	318313.2669	482024.6496	794417.9473	954947.9959	924881.3767	674076.926	423866.3553	247219.7208	162104.4354	114426.027	101359.0581	90803.47888	80988.26054	56244.1745	53964.52567	19463.15793	10293.62616	16123.87343	12010.9781	17418.03509	7835.921729	7344.187465	0	0	0	0	2269.855134	1404.187316	2598.048771	3104.338661	2364.102868	2311.853099	2634.703409	810.6269922	1562.850761	728.3008682	941.2722585	1053.03364	610.2150698
Q9H3Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31433.8032	35164.82847	31298.30002	29378.91018	28483.05615	68732.16885	112032.0915	183204.7275	160182.6778	119354.1068	55944.05758	0	0	0	0	0	0	0	0	0	0	0	0	0	17740.84915	19969.74659	14547.37431	0	0	0	0	0	0	0	0	0	0
Q9H3S7	30662.09849	54704.67461	71221.4115	67868.72489	63489.52842	69195.76836	69456.93106	55373.20624	47328.43311	66122.9171	64565.00187	45522.63192	28298.22254	38088.37118	69080.78215	94272.59404	140719.6067	216178.5591	384611.8222	453283.223	303266.1174	136098.894	72621.23324	55729.46564	34197.43511	13927.84293	13878.9298	12698.68865	5171.47474	5567.150752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H3U1	79449.30826	156332.8	239517.7367	293476.8334	321420.2057	359128.8682	402955.6426	384609.7608	375435.8413	417704.9102	391336.7536	381907.1462	352673.8612	330224.2815	319710.3614	299683.6912	277681.4748	244529.6674	230821.4773	210578.5908	223728.763	209369.9177	196395.6382	211117.7352	222016.9559	163566.9606	138660.5481	97722.04261	94781.9871	100367.9586	98163.39186	97649.66517	103141.9521	57995.09344	60509.91101	142871.034	160338.7146	315997.6354	578547.6671	683568.429	459220.0733	204459.0698	42357.47166	17422.06959	22535.55516	20810.6954	0	0	0	0	0	0	0	0	0	0	0	0	14676.75585	11269.88521	15411.30711	5964.682752	7403.184406	6465.478991	3239.415111
Q9H3Z4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H425	3685.414647	9678.047985	8495.840169	8471.419977	6978.681402	6251.746993	6866.562018	6262.966902	6180.361777	6354.668145	5849.908049	3631.933751	3842.919788	3759.219464	3263.800728	2461.002792	2808.620153	2669.795156	2635.042281	3753.332931	1849.906769	1713.393956	0	0	0	0	0	0	2068.153317	2850.075891	11681.8806	13522.01046	12165.11333	11387.24952	10444.02364	13502.27058	75824.17036	122519.6943	209616.6838	234939.0638	156323.5945	40089.46656	7763.20754	3164.620203	3906.914658	3517.006757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H444	0	0	0	0	0	0	0	0	0	0	4433.030985	4849.522378	4092.217974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3854.928327	3412.268268	13385.3226	20644.15733	21774.046	21360.97822	3923.064172	0	0	35802.70459	318075.6321	1016784.354	2245525.441	2217771.887	868040.9251	248249.0607	94067.60154	65003.08194	73420.57074	67719.12385	50933.19324	34645.27219	30656.50276	25379.34116	18981.43273	17445.13461	10659.79123	8214.573947	7732.460099	10014.37341	7031.748282	8003.370144	4858.389612
Q9H446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23095.19602	170829.7865	249072.075	454800.4087	174615.5121	33626.04101	6578.384741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6365.234799	5405.907417	6704.086475	7670.570624	7243.183145	7666.593558	5827.400978	4337.773342	2369.941098	0	0	6141.21527	89668.67636	194709.3875	209267.9948	151894.355	21101.94704	12537.15338	4620.925716	0	0	0	0	0	0	0	0	0	4637.949505	2824.515973	3883.520412	0	0	0	0	0	0	0
Q9H469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15975.1606	23008.32245	37884.50371	21027.92078	8649.573868	0	0	0	0	9259.488523	62319.20317	80080.81197	69571.8058	14312.97128	2945.266379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14812.19539	41319.98613	44457.28395	13102.21936	0	0	0	0	5872.03145	58638.575	180806.5285	473552.31	357184.3334	169695.8702	67483.76318	33129.35647	16531.7042	3367.938894	3858.291172	2114.060407	2603.36709	0	0	0	0	0
Q9H488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9136.010224	49695.75634	323710.0601	1014036.664	1687205.33	1244215.641	508010.4053	171486.9223	114416.4383	85405.9104	57891.60906	53817.71055	40499.4227	35527.18739	30905.4128	30869.72089	28103.38848	28511.31988	22892.37559	25296.65882	13790.54349
Q9H490	42076.58189	88236.32212	151181.0664	184630.0687	181527.9775	214175.8751	232712.6555	181974.0334	133199.4544	152747.7868	120745.412	128877.0685	105022.7546	92120.27143	84368.99359	76832.16532	74515.46916	52383.10522	27354.46308	9023.608397	4460.119879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4835.849775	6389.735605	8275.502405	10366.57272	8227.743811	5350.201599	0	0	0	0	0	0	0	26083.93956	78951.58039	180317.045	248939.161	166240.6592	35219.59924	5534.213097	3242.443986	3424.661163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H497	2710.722931	5403.149179	12291.04623	15700.52277	16944.43921	34262.01384	34182.59014	30897.74724	31065.03012	36031.57506	36954.19913	52309.42416	41484.22247	41473.97019	42503.75601	39008.81166	39158.39876	36114.60052	35500.00883	32291.0264	30644.30186	19166.92237	12902.25261	11919.09956	10831.1904	12277.41531	6447.197411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1399.30409	1037.882834	1002.220801	676.4615775
Q9H4A3	163071.8739	470115.3908	715996.8643	858242.5851	821172.7568	637854.865	408523.1514	213174.7017	161835.2874	131879.0677	116789.4014	120924.2668	150318.3292	164148.1047	189683.9342	166274.8002	143856.3197	112886.7802	92146.22565	88982.16737	86167.64093	81157.70955	60371.87127	52409.63375	48350.3838	55248.68887	20430.80144	10703.24547	32235.97935	45779.09654	42468.36183	34049.81291	22275.22769	31090.47647	41628.91008	37109.99223	30930.13496	21235.87402	15438.70245	15016.01335	5598.563737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76381.68774	646850.451	2068440.12	3852747.861	2602462.032	890428.2683	285474.4731	184109.844	116407.2029	84300.56906	78133.40726	54668.72254	35124.72302	30261.58224	28924.10101	27544.88274	22199.37734	15252.31384	8465.471365	6839.059176	7265.272245	6734.321336	6270.539251
Q9H4A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7521.821016	8815.992279	9141.337639	8175.772647	10076.35741	8653.853703	10869.54915	12877.33702	11935.08087	9249.52781	6257.188353	8157.911165	11099.81231	15942.88156	71848.84405	159163.6643	256408.6664	252189.1273	132773.7857	55615.43651	19579.41131	7864.487799	7483.887054	4233.208959	2819.763531	0	0	0	0	0	0	0	0
Q9H4A6	56625.38599	92424.96472	150196.4537	201280.3999	221901.5885	253092.8564	299058.9456	279606.1051	277775.1654	317486.6178	301549.3196	334721.7116	348705.5131	345625.1409	374833.1505	191276.0319	194627.5229	299320.5715	263503.7412	246175.3693	250173.0584	229596.6237	186586.5964	196863.2535	212047.8281	191685.3687	188224.423	163266.8749	173783.4396	152648.5073	152619.7047	150234.5266	143527.1794	142165.3831	131407.6363	122051.877	119485.1382	121185.9254	108751.6929	121607.0417	113359.5706	149841.2225	146594.836	177535.636	192819.1842	280871.7121	303688.8709	354318.654	318391.7571	329316.7571	230925.1361	143946.8135	98794.18382	70235.55913	53810.42865	43727.76262	36570.3627	32305.15169	23395.53308	25096.48201	22189.64924	30444.35492	25683.19007	30966.0636	26787.82035
Q9H4B0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28045.54365	121703.5656	199145.8985	263861.3895	166903.5346	56683.27189	18817.01585	9402.383464	6378.202437	1294.174287	0	0	0	0	0	0	0	0	0
Q9H4F8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4G0	0	698.0080399	3854.69679	7070.262325	11274.80502	12895.57129	14213.88446	9264.976501	10431.70995	11284.44473	10786.72098	13001.62108	27956.42669	32937.84522	30100.39664	51427.62621	60391.47788	75060.54402	88292.4497	67175.89956	91815.43783	74799.33451	102524.6616	109104.6426	122891.5715	145535.7521	170839.623	258308.904	325997.6211	361216.0271	380816.5207	265349.1703	116065.0285	69878.65053	42358.92202	23808.01197	14495.41539	11749.40303	3690.413817	3274.071482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4I3	26974.43792	74689.82719	93344.9186	158425.5632	137214.7167	161899.599	163734.1092	158690.4923	149950.2967	155120.1885	151786.4404	151532.9139	138809.4017	130032.864	122431.5216	114898.0052	98815.01571	85934.33769	76270.03388	64831.30978	59597.22583	47974.13923	46517.36288	45809.58691	42173.02795	35954.62024	33175.5026	19708.89161	16074.7787	17262.04744	19416.75197	8039.160332	6845.190727	6631.106096	5343.806819	9751.019366	4152.43516	4797.60735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2192.206838	2273.431071	3249.507271	3549.829489	3697.934948	4357.519364	8306.959134	10908.22108	11269.35252
Q9H4L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4L7	0	3352.804576	3073.606154	3444.750247	4021.01722	3443.611424	2949.662599	2599.660746	0	0	0	0	2112.147929	1971.822173	1833.073537	2011.304073	2555.057105	0	0	0	0	0	0	0	2925.607461	8422.191747	7125.810262	29956.1376	112930.6484	190173.692	224107.9514	135476.7097	43739.88337	16400.10098	8609.180256	5711.053653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
